"","Cell","orig.ident","nCount_RNA","nFeature_RNA","seurat_clusters","cluster_name"
"3668","BM2_bcDHNF","BM2",963,572,0,"HSC"
"3669","BM2_bcCXLP","BM2",3087,1477,0,"HSC"
"3670","BM2_bcBKDL","BM2",3146,1612,0,"HSC"
"3671","BM2_bcBAIH","BM2",2993,1578,14,"Mk/E-MPP"
"3672","BM2_bcCOXT","BM2",2403,1216,0,"HSC"
"3673","BM2_bcEEYV","BM2",2718,1446,0,"HSC"
"3674","BM2_bcAKSU","BM2",2756,1402,0,"HSC"
"3675","BM2_bcFADC","BM2",2842,1555,0,"HSC"
"3676","BM2_bcGWJG","BM2",2471,1312,0,"HSC"
"3677","BM2_bcDDHJ","BM2",2552,1341,0,"HSC"
"3678","BM2_bcAXVQ","BM2",2493,1316,0,"HSC"
"3679","BM2_bcDLFA","BM2",2414,1151,0,"HSC"
"3680","BM2_bcDIQW","BM2",2122,1156,0,"HSC"
"3681","BM2_bcHIWY","BM2",2221,1090,0,"HSC"
"3682","BM2_bcBQCK","BM2",1998,1068,0,"HSC"
"3683","BM2_bcHZES","BM2",1769,845,0,"HSC"
"3684","BM2_bcGKTJ","BM2",2029,1073,21,"MPP-3"
"3685","BM2_bcGHOV","BM2",2091,1031,0,"HSC"
"3686","BM2_bcCTPY","BM2",1711,893,0,"HSC"
"3687","BM2_bcBTDA","BM2",1886,1129,21,"MPP-3"
"3688","BM2_bcEXYN","BM2",1788,966,0,"HSC"
"3689","BM2_bcCTXA","BM2",1688,899,0,"HSC"
"3690","BM2_bcFVCJ","BM2",1847,876,0,"HSC"
"3691","BM2_bcGOKU","BM2",1716,976,1,"MPP-1"
"3692","BM2_bcAHUG","BM2",1682,821,0,"HSC"
"3693","BM2_bcFSJV","BM2",1663,880,1,"MPP-1"
"3694","BM2_bcAONN","BM2",1330,688,0,"HSC"
"3695","BM2_bcEMXN","BM2",1197,664,0,"HSC"
"3696","BM2_bcIGZE","BM2",1233,770,0,"HSC"
"3697","BM2_bcHMJO","BM2",679,487,9,"My-MPP"
"3698","BM2_bcAKTA","BM2",648,403,9,"My-MPP"
"3699","BM2_bcHWWR","BM2",3793,1956,0,"HSC"
"3700","BM2_bcGTFT","BM2",3601,1607,0,"HSC"
"3701","BM2_bcCNTX","BM2",3427,1610,0,"HSC"
"3702","BM2_bcHXPG","BM2",3019,1530,0,"HSC"
"3703","BM2_bcDDPX","BM2",2967,1458,21,"MPP-3"
"3704","BM2_bcDZKK","BM2",2849,1389,0,"HSC"
"3705","BM2_bcBDES","BM2",2862,1376,0,"HSC"
"3706","BM2_bcDQFL","BM2",2906,1538,1,"MPP-1"
"3707","BM2_bcBDRG","BM2",2931,1491,0,"HSC"
"3708","BM2_bcGRXS","BM2",2622,1436,14,"Mk/E-MPP"
"3709","BM2_bcEYNW","BM2",2584,1285,10,"Ly-Prog-1"
"3710","BM2_bcFUWZ","BM2",2618,1236,0,"HSC"
"3711","BM2_bcEICJ","BM2",2499,1225,0,"HSC"
"3712","BM2_bcGBQZ","BM2",2671,1218,0,"HSC"
"3713","BM2_bcIFPZ","BM2",2248,1153,0,"HSC"
"3714","BM2_bcFQLM","BM2",2228,1095,1,"MPP-1"
"3715","BM2_bcEUNT","BM2",2365,1138,0,"HSC"
"3716","BM2_bcEAZT","BM2",2393,1309,1,"MPP-1"
"3717","BM2_bcGRRO","BM2",2299,1128,0,"HSC"
"3718","BM2_bcFSSO","BM2",2152,1051,1,"MPP-1"
"3719","BM2_bcFWVQ","BM2",2192,1066,0,"HSC"
"3720","BM2_bcGIVQ","BM2",1952,989,0,"HSC"
"3721","BM2_bcBEXA","BM2",1860,922,0,"HSC"
"3722","BM2_bcEWCE","BM2",1909,1020,14,"Mk/E-MPP"
"3723","BM2_bcDTYU","BM2",1718,820,0,"HSC"
"3724","BM2_bcCXSY","BM2",2025,1071,0,"HSC"
"3725","BM2_bcABQJ","BM2",1737,979,0,"HSC"
"3726","BM2_bcBILZ","BM2",1676,861,0,"HSC"
"3727","BM2_bcEMKI","BM2",1720,919,0,"HSC"
"3728","BM2_bcDDHG","BM2",1523,759,9,"My-MPP"
"3729","BM2_bcGWYI","BM2",1485,910,14,"Mk/E-MPP"
"3730","BM2_bcEEHZ","BM2",1429,721,0,"HSC"
"3731","BM2_bcCQVU","BM2",1199,723,0,"HSC"
"3732","BM2_bcDCGJ","BM2",922,519,0,"HSC"
"3733","BM2_bcBSWY","BM2",595,428,0,"HSC"
"3734","BM2_bcFLLQ","BM2",4876,2070,0,"HSC"
"3735","BM2_bcCSGO","BM2",4073,1886,0,"HSC"
"3736","BM2_bcDWUO","BM2",3841,1952,21,"MPP-3"
"3737","BM2_bcAKTG","BM2",3519,1620,0,"HSC"
"3738","BM2_bcDEWH","BM2",3033,1461,0,"HSC"
"3739","BM2_bcACRI","BM2",3161,1544,0,"HSC"
"3740","BM2_bcCELH","BM2",2840,1310,0,"HSC"
"3741","BM2_bcCKKG","BM2",2582,1285,0,"HSC"
"3742","BM2_bcGHHN","BM2",2537,1287,21,"MPP-3"
"3743","BM2_bcEHNH","BM2",2540,1248,0,"HSC"
"3744","BM2_bcIHTB","BM2",2491,1234,0,"HSC"
"3745","BM2_bcDBWB","BM2",2624,1304,1,"MPP-1"
"3746","BM2_bcFYQX","BM2",2426,1106,9,"My-MPP"
"3747","BM2_bcEMIX","BM2",2398,1133,0,"HSC"
"3748","BM2_bcHSOM","BM2",2277,1092,0,"HSC"
"3749","BM2_bcAKJH","BM2",2196,1120,1,"MPP-1"
"3750","BM2_bcCLUX","BM2",2257,1101,1,"MPP-1"
"3751","BM2_bcACIT","BM2",2193,1069,14,"Mk/E-MPP"
"3752","BM2_bcFROI","BM2",2141,1148,10,"Ly-Prog-1"
"3753","BM2_bcBXYO","BM2",1909,1092,1,"MPP-1"
"3754","BM2_bcFIMJ","BM2",1966,999,0,"HSC"
"3755","BM2_bcFHGR","BM2",1693,993,0,"HSC"
"3756","BM2_bcFIAV","BM2",1660,897,0,"HSC"
"3757","BM2_bcCICS","BM2",1659,972,0,"HSC"
"3758","BM2_bcADAW","BM2",1559,838,0,"HSC"
"3759","BM2_bcDIGB","BM2",1417,793,0,"HSC"
"3760","BM2_bcFZSQ","BM2",1278,752,14,"Mk/E-MPP"
"3761","BM2_bcGOPR","BM2",937,586,10,"Ly-Prog-1"
"3762","BM2_bcENQW","BM2",4537,2014,0,"HSC"
"3763","BM2_bcDAWG","BM2",3242,1580,0,"HSC"
"3764","BM2_bcHQSZ","BM2",3325,1624,0,"HSC"
"3765","BM2_bcFIKO","BM2",3285,1553,0,"HSC"
"3766","BM2_bcDZXF","BM2",3382,1574,0,"HSC"
"3767","BM2_bcAMLX","BM2",3090,1604,0,"HSC"
"3768","BM2_bcAMTB","BM2",2998,1515,21,"MPP-3"
"3769","BM2_bcCUJH","BM2",3155,1607,1,"MPP-1"
"3770","BM2_bcECUF","BM2",2888,1521,1,"MPP-1"
"3771","BM2_bcEFMQ","BM2",2610,1325,0,"HSC"
"3772","BM2_bcENVB","BM2",2781,1263,1,"MPP-1"
"3773","BM2_bcGSRX","BM2",2434,1320,1,"MPP-1"
"3774","BM2_bcAVVE","BM2",2598,1228,1,"MPP-1"
"3775","BM2_bcHASZ","BM2",2408,1164,0,"HSC"
"3776","BM2_bcHMUX","BM2",2385,1187,0,"HSC"
"3777","BM2_bcDGDX","BM2",2571,1219,0,"HSC"
"3778","BM2_bcACDN","BM2",2301,1111,0,"HSC"
"3779","BM2_bcEKWK","BM2",2087,1087,0,"HSC"
"3780","BM2_bcDFTL","BM2",1992,1056,0,"HSC"
"3781","BM2_bcFLWI","BM2",2007,994,1,"MPP-1"
"3782","BM2_bcHXDU","BM2",1863,1086,1,"MPP-1"
"3783","BM2_bcHSMY","BM2",1879,930,0,"HSC"
"3784","BM2_bcCLDC","BM2",1703,847,0,"HSC"
"3785","BM2_bcAJZU","BM2",1811,955,0,"HSC"
"3786","BM2_bcGQMF","BM2",1811,897,0,"HSC"
"3787","BM2_bcBPRK","BM2",1800,972,0,"HSC"
"3788","BM2_bcBHLS","BM2",1697,939,0,"HSC"
"3789","BM2_bcAYRB","BM2",1692,839,0,"HSC"
"3790","BM2_bcBJYZ","BM2",1498,779,14,"Mk/E-MPP"
"3791","BM2_bcEYYQ","BM2",1540,799,0,"HSC"
"3792","BM2_bcBBHP","BM2",1233,741,0,"HSC"
"3793","BM2_bcBWKK","BM2",4594,1882,0,"HSC"
"3794","BM2_bcCNTS","BM2",4144,1836,0,"HSC"
"3795","BM2_bcCGMC","BM2",3365,1600,0,"HSC"
"3796","BM2_bcDUMC","BM2",3645,1691,0,"HSC"
"3797","BM2_bcBADQ","BM2",3735,1722,0,"HSC"
"3798","BM2_bcHABO","BM2",3131,1411,0,"HSC"
"3799","BM2_bcAFQT","BM2",3279,1641,1,"MPP-1"
"3800","BM2_bcBFDC","BM2",3099,1369,0,"HSC"
"3801","BM2_bcDFVZ","BM2",3041,1452,0,"HSC"
"3802","BM2_bcCHGC","BM2",2826,1462,0,"HSC"
"3803","BM2_bcDAKG","BM2",2831,1365,0,"HSC"
"3804","BM2_bcEUML","BM2",2604,1271,0,"HSC"
"3805","BM2_bcAFSZ","BM2",2600,1317,1,"MPP-1"
"3806","BM2_bcHEAX","BM2",2518,1378,1,"MPP-1"
"3807","BM2_bcDKKQ","BM2",2749,1340,1,"MPP-1"
"3808","BM2_bcBJHR","BM2",2629,1319,0,"HSC"
"3809","BM2_bcCKYT","BM2",2334,1102,1,"MPP-1"
"3810","BM2_bcFSKG","BM2",2301,1185,0,"HSC"
"3811","BM2_bcDTDH","BM2",2501,1259,0,"HSC"
"3812","BM2_bcAYDZ","BM2",1991,1089,1,"MPP-1"
"3813","BM2_bcDIKA","BM2",2057,1050,0,"HSC"
"3814","BM2_bcHFPD","BM2",2314,1147,1,"MPP-1"
"3815","BM2_bcIGYT","BM2",2068,1219,1,"MPP-1"
"3816","BM2_bcBPGM","BM2",2153,1016,0,"HSC"
"3817","BM2_bcHNLM","BM2",2052,1088,0,"HSC"
"3818","BM2_bcBDDQ","BM2",2044,963,0,"HSC"
"3819","BM2_bcHVAC","BM2",1731,941,0,"HSC"
"3820","BM2_bcFUPT","BM2",1600,897,0,"HSC"
"3821","BM2_bcDIZA","BM2",1687,811,0,"HSC"
"3822","BM2_bcGGSG","BM2",1609,917,21,"MPP-3"
"3823","BM2_bcBYYO","BM2",1658,815,1,"MPP-1"
"3824","BM2_bcABQD","BM2",1581,832,14,"Mk/E-MPP"
"3825","BM2_bcDJYW","BM2",1564,828,0,"HSC"
"3826","BM2_bcFKGC","BM2",1389,788,0,"HSC"
"3827","BM2_bcCGWI","BM2",1315,780,0,"HSC"
"3828","BM2_bcDRTG","BM2",1357,743,1,"MPP-1"
"3829","BM2_bcGLRX","BM2",667,475,0,"HSC"
"3830","BM2_bcGLKC","BM2",5094,2169,0,"HSC"
"3831","BM2_bcDGJJ","BM2",4299,1798,1,"MPP-1"
"3832","BM2_bcHZNF","BM2",3647,1759,0,"HSC"
"3833","BM2_bcHYLQ","BM2",3644,1771,21,"MPP-3"
"3834","BM2_bcEJLC","BM2",3735,1950,1,"MPP-1"
"3835","BM2_bcHVBD","BM2",2737,1257,0,"HSC"
"3836","BM2_bcIDGI","BM2",3009,1499,14,"Mk/E-MPP"
"3837","BM2_bcDMQZ","BM2",2949,1299,14,"Mk/E-MPP"
"3838","BM2_bcHXLE","BM2",2691,1465,0,"HSC"
"3839","BM2_bcDLLR","BM2",2726,1330,0,"HSC"
"3840","BM2_bcDOQZ","BM2",2728,1342,0,"HSC"
"3841","BM2_bcCTVR","BM2",2511,1190,21,"MPP-3"
"3842","BM2_bcGAHG","BM2",2368,1308,0,"HSC"
"3843","BM2_bcCJLC","BM2",2679,1407,1,"MPP-1"
"3844","BM2_bcBNPA","BM2",2387,1167,0,"HSC"
"3845","BM2_bcESIW","BM2",2201,1016,9,"My-MPP"
"3846","BM2_bcFTYC","BM2",2234,1117,0,"HSC"
"3847","BM2_bcGKPO","BM2",2328,1229,1,"MPP-1"
"3848","BM2_bcELKB","BM2",2136,1174,0,"HSC"
"3849","BM2_bcAOSM","BM2",2201,1142,0,"HSC"
"3850","BM2_bcASER","BM2",2356,1180,1,"MPP-1"
"3851","BM2_bcHMGP","BM2",2142,1133,10,"Ly-Prog-1"
"3852","BM2_bcFAEH","BM2",1960,1072,14,"Mk/E-MPP"
"3853","BM2_bcEMOR","BM2",2046,1061,0,"HSC"
"3854","BM2_bcFOUR","BM2",2073,1006,9,"My-MPP"
"3855","BM2_bcFUID","BM2",1934,1019,0,"HSC"
"3856","BM2_bcEMSV","BM2",1957,993,0,"HSC"
"3857","BM2_bcAKZL","BM2",1933,958,0,"HSC"
"3858","BM2_bcCJTP","BM2",1841,1049,0,"HSC"
"3859","BM2_bcDMRG","BM2",1813,897,0,"HSC"
"3860","BM2_bcGJWF","BM2",1408,761,0,"HSC"
"3861","BM2_bcAWME","BM2",1497,763,0,"HSC"
"3862","BM2_bcIAVI","BM2",1398,713,0,"HSC"
"3863","BM2_bcGKNN","BM2",1275,746,9,"My-MPP"
"3864","BM2_bcCQJK","BM2",1391,795,0,"HSC"
"3865","BM2_bcEDDR","BM2",1337,767,0,"HSC"
"3866","BM2_bcHNHR","BM2",1220,689,14,"Mk/E-MPP"
"3867","BM2_bcHNDM","BM2",1203,682,9,"My-MPP"
"3868","BM2_bcCSED","BM2",987,558,9,"My-MPP"
"3869","BM2_bcFCHA","BM2",1149,662,1,"MPP-1"
"3870","BM2_bcCTLZ","BM2",1033,626,0,"HSC"
"3871","BM2_bcBTHS","BM2",805,477,9,"My-MPP"
"3872","BM2_bcDFUD","BM2",4158,1868,14,"Mk/E-MPP"
"3873","BM2_bcCBDD","BM2",3721,1792,0,"HSC"
"3874","BM2_bcGUTW","BM2",3173,1608,1,"MPP-1"
"3875","BM2_bcCPGP","BM2",3416,1582,0,"HSC"
"3876","BM2_bcAPJO","BM2",3357,1555,0,"HSC"
"3877","BM2_bcCNGX","BM2",2780,1507,0,"HSC"
"3878","BM2_bcATEV","BM2",2789,1343,0,"HSC"
"3879","BM2_bcIFVY","BM2",2778,1451,0,"HSC"
"3880","BM2_bcFOZL","BM2",2617,1284,0,"HSC"
"3881","BM2_bcHMGK","BM2",2877,1360,0,"HSC"
"3882","BM2_bcGWMY","BM2",2561,1230,0,"HSC"
"3883","BM2_bcBWQO","BM2",2436,1129,9,"My-MPP"
"3884","BM2_bcENQN","BM2",2617,1209,0,"HSC"
"3885","BM2_bcIFLN","BM2",2562,1296,0,"HSC"
"3886","BM2_bcAFIA","BM2",2606,1201,0,"HSC"
"3887","BM2_bcDTQN","BM2",2320,1149,0,"HSC"
"3888","BM2_bcFGIU","BM2",2377,1078,0,"HSC"
"3889","BM2_bcICRU","BM2",2289,1234,0,"HSC"
"3890","BM2_bcFZBF","BM2",2216,1002,0,"HSC"
"3891","BM2_bcFRFI","BM2",2179,1116,0,"HSC"
"3892","BM2_bcFXSV","BM2",2060,1049,10,"Ly-Prog-1"
"3893","BM2_bcBAXT","BM2",2157,1175,14,"Mk/E-MPP"
"3894","BM2_bcGCMH","BM2",1806,1090,0,"HSC"
"3895","BM2_bcAWRU","BM2",1938,1025,1,"MPP-1"
"3896","BM2_bcHUXG","BM2",1741,951,0,"HSC"
"3897","BM2_bcDNDI","BM2",1839,1041,21,"MPP-3"
"3898","BM2_bcEQFP","BM2",1547,887,0,"HSC"
"3899","BM2_bcHHGO","BM2",1706,949,0,"HSC"
"3900","BM2_bcFFOI","BM2",1677,843,0,"HSC"
"3901","BM2_bcBRLU","BM2",1706,874,0,"HSC"
"3902","BM2_bcCOKO","BM2",1469,814,0,"HSC"
"3903","BM2_bcBXTQ","BM2",1414,763,0,"HSC"
"3904","BM2_bcBMKB","BM2",1294,712,0,"HSC"
"3905","BM2_bcHBBT","BM2",1085,608,19,"Mk-Prog"
"3906","BM2_bcBAWX","BM2",724,481,0,"HSC"
"3907","BM2_bcBCNQ","BM2",4182,1957,1,"MPP-1"
"3908","BM2_bcHXNM","BM2",3567,1641,0,"HSC"
"3909","BM2_bcGZQL","BM2",4081,1882,0,"HSC"
"3910","BM2_bcDLCQ","BM2",3788,1812,0,"HSC"
"3911","BM2_bcCMUA","BM2",3831,1780,1,"MPP-1"
"3912","BM2_bcAQWW","BM2",3584,1726,0,"HSC"
"3913","BM2_bcCWFJ","BM2",3086,1675,0,"HSC"
"3914","BM2_bcANVK","BM2",3461,1790,0,"HSC"
"3915","BM2_bcIBVN","BM2",3167,1421,1,"MPP-1"
"3916","BM2_bcDRGI","BM2",3302,1565,1,"MPP-1"
"3917","BM2_bcIJDL","BM2",3102,1479,0,"HSC"
"3918","BM2_bcHUWU","BM2",2726,1303,1,"MPP-1"
"3919","BM2_bcAQRH","BM2",2526,1234,0,"HSC"
"3920","BM2_bcGEBV","BM2",2176,1167,0,"HSC"
"3921","BM2_bcHJLR","BM2",2739,1357,0,"HSC"
"3922","BM2_bcAWWM","BM2",2563,1285,0,"HSC"
"3923","BM2_bcDRFM","BM2",2626,1218,0,"HSC"
"3924","BM2_bcCCBD","BM2",2564,1242,0,"HSC"
"3925","BM2_bcBOXA","BM2",2399,1261,0,"HSC"
"3926","BM2_bcIAME","BM2",2280,1134,0,"HSC"
"3927","BM2_bcEDJF","BM2",2254,1099,9,"My-MPP"
"3928","BM2_bcBPXS","BM2",2289,1065,0,"HSC"
"3929","BM2_bcGYUT","BM2",1899,1000,0,"HSC"
"3930","BM2_bcCXDB","BM2",1998,1014,0,"HSC"
"3931","BM2_bcDBDO","BM2",2181,1107,0,"HSC"
"3932","BM2_bcDYLA","BM2",2114,1033,0,"HSC"
"3933","BM2_bcGYVW","BM2",1829,975,19,"Mk-Prog"
"3934","BM2_bcDMKB","BM2",1956,997,0,"HSC"
"3935","BM2_bcHHKG","BM2",1734,935,0,"HSC"
"3936","BM2_bcFNOZ","BM2",1616,848,9,"My-MPP"
"3937","BM2_bcDPGG","BM2",1622,934,0,"HSC"
"3938","BM2_bcHKST","BM2",1657,983,10,"Ly-Prog-1"
"3939","BM2_bcIFLO","BM2",1558,843,0,"HSC"
"3940","BM2_bcFPMN","BM2",1474,811,0,"HSC"
"3941","BM2_bcFDSC","BM2",1380,774,0,"HSC"
"3942","BM2_bcGFOT","BM2",1282,731,0,"HSC"
"3943","BM2_bcAXZE","BM2",1054,664,14,"Mk/E-MPP"
"3944","BM2_bcBKRG","BM2",1153,644,9,"My-MPP"
"3945","BM2_bcAPMQ","BM2",1025,595,14,"Mk/E-MPP"
"3946","BM2_bcEEJQ","BM2",742,484,1,"MPP-1"
"3947","BM2_bcCXPJ","BM2",3881,1766,0,"HSC"
"3948","BM2_bcHWYO","BM2",3386,1610,0,"HSC"
"3949","BM2_bcDSDD","BM2",3683,1611,0,"HSC"
"3950","BM2_bcHUTZ","BM2",3059,1386,0,"HSC"
"3951","BM2_bcBANK","BM2",3202,1598,1,"MPP-1"
"3952","BM2_bcIBSX","BM2",2872,1502,14,"Mk/E-MPP"
"3953","BM2_bcDFGM","BM2",2816,1508,1,"MPP-1"
"3954","BM2_bcHHPX","BM2",2645,1349,1,"MPP-1"
"3955","BM2_bcAJKN","BM2",2788,1312,0,"HSC"
"3956","BM2_bcGJKW","BM2",2513,1286,1,"MPP-1"
"3957","BM2_bcBNIM","BM2",2898,1401,1,"MPP-1"
"3958","BM2_bcAVGP","BM2",2724,1364,21,"MPP-3"
"3959","BM2_bcHAZO","BM2",2653,1381,1,"MPP-1"
"3960","BM2_bcDPMW","BM2",2483,1161,0,"HSC"
"3961","BM2_bcCQTW","BM2",2589,1217,0,"HSC"
"3962","BM2_bcAFKG","BM2",2523,1265,0,"HSC"
"3963","BM2_bcFFMS","BM2",2281,1172,0,"HSC"
"3964","BM2_bcCPUP","BM2",2364,1105,0,"HSC"
"3965","BM2_bcGWUZ","BM2",2254,1294,0,"HSC"
"3966","BM2_bcDCCN","BM2",2415,1252,0,"HSC"
"3967","BM2_bcFODD","BM2",2221,1041,0,"HSC"
"3968","BM2_bcIKCI","BM2",2220,1150,0,"HSC"
"3969","BM2_bcHNHD","BM2",2010,1088,0,"HSC"
"3970","BM2_bcCSWO","BM2",2185,1192,14,"Mk/E-MPP"
"3971","BM2_bcHFHH","BM2",2159,1069,0,"HSC"
"3972","BM2_bcEPBJ","BM2",2120,1016,0,"HSC"
"3973","BM2_bcETTB","BM2",1907,1070,0,"HSC"
"3974","BM2_bcHPMQ","BM2",1800,844,0,"HSC"
"3975","BM2_bcHASB","BM2",1753,960,0,"HSC"
"3976","BM2_bcGERA","BM2",1495,833,0,"HSC"
"3977","BM2_bcCHVW","BM2",1752,955,0,"HSC"
"3978","BM2_bcEAVG","BM2",1579,854,0,"HSC"
"3979","BM2_bcGGXO","BM2",1443,787,1,"MPP-1"
"3980","BM2_bcEHTV","BM2",1567,940,10,"Ly-Prog-1"
"3981","BM2_bcELEF","BM2",1517,782,14,"Mk/E-MPP"
"3982","BM2_bcAEEA","BM2",1537,826,9,"My-MPP"
"3983","BM2_bcFZWF","BM2",1256,779,0,"HSC"
"3984","BM2_bcCKRP","BM2",1116,648,0,"HSC"
"3985","BM2_bcCANO","BM2",1197,636,1,"MPP-1"
"3986","BM2_bcBRCD","BM2",991,653,1,"MPP-1"
"3987","BM2_bcGYBL","BM2",4322,1971,1,"MPP-1"
"3988","BM2_bcHCZH","BM2",4352,2103,0,"HSC"
"3989","BM2_bcHJHL","BM2",3677,1752,0,"HSC"
"3990","BM2_bcCXZZ","BM2",3403,1675,0,"HSC"
"3991","BM2_bcAKUF","BM2",3657,1727,0,"HSC"
"3992","BM2_bcAXAO","BM2",3608,1684,0,"HSC"
"3993","BM2_bcHFFY","BM2",3436,1622,0,"HSC"
"3994","BM2_bcHGQD","BM2",3056,1557,0,"HSC"
"3995","BM2_bcCRTD","BM2",3198,1585,0,"HSC"
"3996","BM2_bcFNTS","BM2",3186,1436,1,"MPP-1"
"3997","BM2_bcECKV","BM2",2906,1364,0,"HSC"
"3998","BM2_bcGUJP","BM2",2902,1386,0,"HSC"
"3999","BM2_bcCNFY","BM2",2714,1344,1,"MPP-1"
"4000","BM2_bcCDWX","BM2",2764,1297,0,"HSC"
"4001","BM2_bcBOTT","BM2",2558,1269,0,"HSC"
"4002","BM2_bcDIDL","BM2",2382,1183,1,"MPP-1"
"4003","BM2_bcGHNQ","BM2",2644,1321,10,"Ly-Prog-1"
"4004","BM2_bcBIOB","BM2",2485,1275,1,"MPP-1"
"4005","BM2_bcCZGE","BM2",2171,1061,0,"HSC"
"4006","BM2_bcDOOS","BM2",2149,1143,0,"HSC"
"4007","BM2_bcDPTZ","BM2",1950,1025,0,"HSC"
"4008","BM2_bcAMKV","BM2",2223,1106,0,"HSC"
"4009","BM2_bcIKCE","BM2",1978,938,0,"HSC"
"4010","BM2_bcFPOT","BM2",2067,1085,0,"HSC"
"4011","BM2_bcECVF","BM2",1930,986,0,"HSC"
"4012","BM2_bcBIPW","BM2",1936,1072,9,"My-MPP"
"4013","BM2_bcDIMG","BM2",1615,800,0,"HSC"
"4014","BM2_bcCZVE","BM2",1356,917,10,"Ly-Prog-1"
"4015","BM2_bcENUK","BM2",1404,778,1,"MPP-1"
"4016","BM2_bcEUUT","BM2",863,582,2,"MPP-2"
"4017","BM2_bcAMLM","BM2",4199,1960,1,"MPP-1"
"4018","BM2_bcHWBE","BM2",3429,1691,1,"MPP-1"
"4019","BM2_bcHWXT","BM2",3229,1681,0,"HSC"
"4020","BM2_bcCCTC","BM2",3535,1730,1,"MPP-1"
"4021","BM2_bcFUHY","BM2",3569,1636,0,"HSC"
"4022","BM2_bcDQUJ","BM2",3033,1611,0,"HSC"
"4023","BM2_bcDDVH","BM2",3149,1447,0,"HSC"
"4024","BM2_bcEWCW","BM2",2907,1365,0,"HSC"
"4025","BM2_bcFMAM","BM2",2828,1407,0,"HSC"
"4026","BM2_bcDYOF","BM2",2735,1270,1,"MPP-1"
"4027","BM2_bcDJZQ","BM2",2763,1383,1,"MPP-1"
"4028","BM2_bcGFEW","BM2",2760,1421,1,"MPP-1"
"4029","BM2_bcIFIY","BM2",2559,1304,0,"HSC"
"4030","BM2_bcADEH","BM2",2440,1244,0,"HSC"
"4031","BM2_bcHPZM","BM2",2621,1296,2,"MPP-2"
"4032","BM2_bcBBSG","BM2",2344,1161,0,"HSC"
"4033","BM2_bcEETA","BM2",2330,1188,0,"HSC"
"4034","BM2_bcGCJZ","BM2",2353,1177,0,"HSC"
"4035","BM2_bcDWYX","BM2",2278,1236,0,"HSC"
"4036","BM2_bcGAYO","BM2",2179,1124,0,"HSC"
"4037","BM2_bcAZRM","BM2",2095,1024,0,"HSC"
"4038","BM2_bcFLMZ","BM2",2142,1165,1,"MPP-1"
"4039","BM2_bcCEYL","BM2",2086,1133,0,"HSC"
"4040","BM2_bcCMEK","BM2",2121,1005,0,"HSC"
"4041","BM2_bcBEWS","BM2",2113,1015,0,"HSC"
"4042","BM2_bcGNYM","BM2",1899,981,14,"Mk/E-MPP"
"4043","BM2_bcAYQI","BM2",1950,1068,0,"HSC"
"4044","BM2_bcAIVK","BM2",2027,1058,0,"HSC"
"4045","BM2_bcAJJR","BM2",1765,889,0,"HSC"
"4046","BM2_bcAEOG","BM2",1829,990,1,"MPP-1"
"4047","BM2_bcETAZ","BM2",1765,980,14,"Mk/E-MPP"
"4048","BM2_bcBPJN","BM2",1552,844,0,"HSC"
"4049","BM2_bcDGOS","BM2",1538,930,10,"Ly-Prog-1"
"4050","BM2_bcGEXC","BM2",1396,745,0,"HSC"
"4051","BM2_bcGPMS","BM2",1300,743,0,"HSC"
"4052","BM2_bcHUFV","BM2",1191,680,0,"HSC"
"4053","BM2_bcDUDP","BM2",943,541,0,"HSC"
"4054","BM2_bcFCDQ","BM2",832,552,0,"HSC"
"4055","BM2_bcANAI","BM2",4074,1827,1,"MPP-1"
"4056","BM2_bcCZPM","BM2",4070,1831,0,"HSC"
"4057","BM2_bcGWKU","BM2",3689,1628,0,"HSC"
"4058","BM2_bcBMDN","BM2",3616,1737,1,"MPP-1"
"4059","BM2_bcFLKU","BM2",3323,1594,0,"HSC"
"4060","BM2_bcHZXO","BM2",3277,1645,1,"MPP-1"
"4061","BM2_bcEQQG","BM2",3260,1538,0,"HSC"
"4062","BM2_bcAZNQ","BM2",3066,1576,0,"HSC"
"4063","BM2_bcDLBS","BM2",3069,1473,0,"HSC"
"4064","BM2_bcHQLE","BM2",2717,1446,1,"MPP-1"
"4065","BM2_bcFGLQ","BM2",3016,1346,0,"HSC"
"4066","BM2_bcFYOQ","BM2",2800,1500,0,"HSC"
"4067","BM2_bcIIOX","BM2",2397,1168,0,"HSC"
"4068","BM2_bcGYBU","BM2",2521,1342,1,"MPP-1"
"4069","BM2_bcHXIL","BM2",2528,1216,21,"MPP-3"
"4070","BM2_bcATVX","BM2",2377,1247,0,"HSC"
"4071","BM2_bcHJAT","BM2",2450,1175,14,"Mk/E-MPP"
"4072","BM2_bcEZZX","BM2",2518,1238,0,"HSC"
"4073","BM2_bcGYDB","BM2",2473,1191,0,"HSC"
"4074","BM2_bcHSNG","BM2",2350,1170,14,"Mk/E-MPP"
"4075","BM2_bcDCNJ","BM2",2681,1316,0,"HSC"
"4076","BM2_bcFVIH","BM2",2308,1128,0,"HSC"
"4077","BM2_bcEROD","BM2",2294,1154,0,"HSC"
"4078","BM2_bcCBOC","BM2",2159,1103,0,"HSC"
"4079","BM2_bcGNQX","BM2",2218,1106,0,"HSC"
"4080","BM2_bcBVKQ","BM2",1989,985,1,"MPP-1"
"4081","BM2_bcFOJA","BM2",1976,912,9,"My-MPP"
