Cell,age
GR97_bcFVUY,11wk
GR97_bcFMCO,11wk
GR97_bcESWI,11wk
GR97_bcEZCK,11wk
GR97_bcBDOG,11wk
GR97_bcFIVV,11wk
GR97_bcBFNA,11wk
GR97_bcEJIC,11wk
GR97_bcDSRR,11wk
GR97_bcDZJS,11wk
GR97_bcCOKD,11wk
GR97_bcDKVQ,11wk
GR97_bcCLJW,11wk
GR97_bcFEZT,11wk
GR97_bcBGVQ,11wk
GR97_bcEUNC,11wk
GR97_bcFMTI,11wk
GR97_bcBOCC,11wk
GR97_bcATBZ,11wk
GR97_bcCDPZ,11wk
GR97_bcFFWX,11wk
GR97_bcDJDT,11wk
GR97_bcEDRJ,11wk
GR97_bcBHKJ,11wk
GR97_bcATHJ,11wk
GR97_bcGYOA,11wk
GR97_bcAJLR,11wk
GR97_bcDBDP,11wk
GR97_bcCCOP,11wk
GR97_bcEUXX,11wk
GR97_bcBTBV,11wk
GR97_bcFUBX,11wk
GR97_bcFLZJ,11wk
GR97_bcDEBQ,11wk
GR97_bcBCJE,11wk
GR97_bcGAER,11wk
GR97_bcBAWC,11wk
GR97_bcBKAS,11wk
GR97_bcEUEO,11wk
GR97_bcEPQK,11wk
GR97_bcAKYU,11wk
GR97_bcEZWJ,11wk
GR97_bcDVJM,11wk
GR97_bcBHRF,11wk
GR97_bcEYFJ,11wk
GR97_bcBWPG,11wk
GR97_bcAQMM,11wk
GR97_bcBTWE,11wk
GR97_bcAMVD,11wk
GR97_bcCUZK,11wk
GR97_bcARGV,11wk
GR97_bcALYG,11wk
GR97_bcCFAK,11wk
GR97_bcFDIU,11wk
GR97_bcDYPE,11wk
GR97_bcABWZ,11wk
GR97_bcFUVT,11wk
GR97_bcFVAI,11wk
GR97_bcDHUE,11wk
GR97_bcAICE,11wk
GR97_bcBJNG,11wk
GR97_bcAYBZ,11wk
GR97_bcBGAJ,11wk
GR97_bcADVA,11wk
GR97_bcFJTT,11wk
GR97_bcCFIJ,11wk
GR97_bcFXPR,11wk
GR97_bcHSPY,11wk
GR97_bcBWEO,11wk
GR97_bcCCGH,11wk
GR97_bcAJMA,11wk
GR97_bcEXSQ,11wk
GR97_bcAEMX,11wk
GR97_bcAFSZ,11wk
GR97_bcAWSK,11wk
GR97_bcBGWU,11wk
GR97_bcAZCO,11wk
GR97_bcGCGF,11wk
GR97_bcAJFT,11wk
GR97_bcAKPP,11wk
GR97_bcALFT,11wk
GR97_bcCWCJ,11wk
GR97_bcFGUH,11wk
GR97_bcFOHF,11wk
GR97_bcBSNS,11wk
GR97_bcGFAG,11wk
GR97_bcEMXT,11wk
GR97_bcAFIG,11wk
GR97_bcAIQT,11wk
GR97_bcCBSL,11wk
GR97_bcGWTE,11wk
GR97_bcFRMA,11wk
GR97_bcCLXF,11wk
GR97_bcECLN,11wk
GR97_bcFFHG,11wk
GR97_bcBKWI,11wk
GR97_bcASEH,11wk
GR97_bcFHNF,11wk
GR97_bcCGSS,11wk
GR97_bcBTUM,11wk
GR97_bcECWJ,11wk
GR97_bcDPUI,11wk
GR97_bcACDC,11wk
GR97_bcIFYK,11wk
GR97_bcDSMF,11wk
GR97_bcBRQW,11wk
GR97_bcBRQH,11wk
GR97_bcDBLV,11wk
GR97_bcBRMO,11wk
GR97_bcBKYC,11wk
GR97_bcBGRG,11wk
GR97_bcHBRG,11wk
GR97_bcFXJM,11wk
GR97_bcGBNK,11wk
GR97_bcGNFY,11wk
GR97_bcCPGH,11wk
GR97_bcDKKP,11wk
GR97_bcBQMZ,11wk
GR97_bcCEKM,11wk
GR97_bcAWBS,11wk
GR97_bcEYBD,11wk
GR97_bcFFSP,11wk
GR97_bcFQIT,11wk
GR97_bcDERL,11wk
GR97_bcCEFE,11wk
GR97_bcFVGG,11wk
GR97_bcEMBM,11wk
GR97_bcHFGZ,11wk
GR97_bcDIGK,11wk
GR97_bcASKA,11wk
GR97_bcGFTD,11wk
GR97_bcBPUQ,11wk
GR97_bcADLF,11wk
GR97_bcANAQ,11wk
GR97_bcCUYY,11wk
GR97_bcFRCQ,11wk
GR97_bcAONV,11wk
GR97_bcIHRE,11wk
GR97_bcBLCN,11wk
GR97_bcALYU,11wk
GR97_bcFIFD,11wk
GR97_bcDUQR,11wk
GR97_bcCFKD,11wk
GR97_bcEALC,11wk
GR97_bcBSZT,11wk
GR97_bcCTFI,11wk
GR97_bcBPLK,11wk
GR97_bcBJDP,11wk
GR97_bcBOVN,11wk
GR97_bcHKVT,11wk
GR97_bcFDXG,11wk
GR97_bcBJXK,11wk
GR97_bcDAHN,11wk
GR97_bcABWP,11wk
GR97_bcBIKV,11wk
GR97_bcESWO,11wk
GR97_bcAGCD,11wk
GR97_bcFNGG,11wk
GR97_bcCABG,11wk
GR97_bcHLPM,11wk
GR97_bcFNYT,11wk
GR97_bcBDOY,11wk
GR97_bcEGRS,11wk
GR97_bcFDHE,11wk
GR97_bcBEUH,11wk
GR97_bcBAWX,11wk
GR97_bcBJTP,11wk
GR97_bcDJWK,11wk
GR97_bcAAKA,11wk
GR97_bcABHU,11wk
GR97_bcHLRV,11wk
GR97_bcAOLZ,11wk
GR97_bcAAXG,11wk
GR97_bcFGEQ,11wk
GR97_bcAXQN,11wk
GR97_bcDEQV,11wk
GR97_bcBQFC,11wk
GR97_bcELBU,11wk
GR97_bcFWDL,11wk
GR97_bcDYWD,11wk
GR97_bcHGGB,11wk
GR97_bcBXKT,11wk
GR97_bcBSDA,11wk
GR97_bcEHXF,11wk
GR97_bcBVIW,11wk
GR97_bcCKDW,11wk
GR97_bcFFQN,11wk
GR97_bcGATG,11wk
GR97_bcCAYA,11wk
GR97_bcBSEJ,11wk
GR97_bcBWBC,11wk
GR97_bcENFX,11wk
GR97_bcGNIH,11wk
GR97_bcEOLY,11wk
GR97_bcBXTD,11wk
GR97_bcCTLQ,11wk
GR97_bcANKO,11wk
GR97_bcABVL,11wk
GR97_bcGQZV,11wk
GR97_bcESVL,11wk
GR97_bcAMTO,11wk
GR97_bcEUTH,11wk
GR97_bcFRBU,11wk
GR97_bcBXEO,11wk
GR97_bcFEQH,11wk
GR97_bcGHIL,11wk
GR97_bcCZMT,11wk
GR97_bcIFML,11wk
GR97_bcBYUN,11wk
GR97_bcFWTE,11wk
GR97_bcEUIM,11wk
GR97_bcBAXC,11wk
GR97_bcBGBI,11wk
GR97_bcFDGF,11wk
GR97_bcENOD,11wk
GR97_bcBEOE,11wk
GR97_bcFBHV,11wk
GR97_bcFQKZ,11wk
GR97_bcGUEB,11wk
GR97_bcBKPN,11wk
GR97_bcDOTO,11wk
GR97_bcDULQ,11wk
GR97_bcAMAT,11wk
GR97_bcCGYF,11wk
GR97_bcEIBU,11wk
GR97_bcGZWD,11wk
GR97_bcDWLJ,11wk
GR97_bcBXZB,11wk
GR97_bcFISP,11wk
GR97_bcCYIE,11wk
GR97_bcBPRO,11wk
GR97_bcFXDO,11wk
GR97_bcEVXG,11wk
GR97_bcCFHJ,11wk
GR97_bcBLJH,11wk
GR97_bcBJIM,11wk
GR97_bcCMQC,11wk
GR97_bcFFFR,11wk
GR97_bcBEDO,11wk
GR97_bcBEID,11wk
GR97_bcFQMA,11wk
GR97_bcHYQR,11wk
GR97_bcBRIA,11wk
GR97_bcCVSM,11wk
GR97_bcFCUW,11wk
GR97_bcCEIW,11wk
GR97_bcFYMN,11wk
GR97_bcAAJK,11wk
GR97_bcESEE,11wk
GR97_bcFKDN,11wk
GR97_bcBHZR,11wk
GR97_bcAXKQ,11wk
GR97_bcEAZZ,11wk
GR97_bcGZEM,11wk
GR97_bcANKE,11wk
GR97_bcBYAP,11wk
GR97_bcCKXS,11wk
GR97_bcBNZC,11wk
GR97_bcBGRI,11wk
GR97_bcCZAL,11wk
GR97_bcHDQF,11wk
GR97_bcFFCT,11wk
GR97_bcAVMF,11wk
GR97_bcEMSL,11wk
GR97_bcGBEB,11wk
GR97_bcABME,11wk
GR97_bcAIXE,11wk
GR97_bcDOGD,11wk
GR97_bcAJDS,11wk
GR97_bcBYIT,11wk
GR97_bcAFWT,11wk
GR97_bcAOMS,11wk
GR97_bcCSCV,11wk
GR97_bcGQHF,11wk
GR97_bcBRFJ,11wk
GR97_bcBJQM,11wk
GR97_bcCVJB,11wk
GR97_bcBBEN,11wk
GR97_bcGNAL,11wk
GR97_bcDAJY,11wk
GR97_bcGWPM,11wk
GR97_bcCESN,11wk
GR97_bcDTUJ,11wk
GR97_bcAIAF,11wk
GR97_bcALFS,11wk
GR97_bcGEFC,11wk
GR97_bcDZTJ,11wk
GR97_bcEPKV,11wk
GR97_bcFXUO,11wk
GR97_bcEAFW,11wk
GR97_bcERJL,11wk
GR97_bcASOG,11wk
GR97_bcEGTY,11wk
GR97_bcCBVM,11wk
GR97_bcBHWO,11wk
GR97_bcEDNT,11wk
GR97_bcBQND,11wk
GR97_bcEEGM,11wk
GR97_bcEWWM,11wk
GR97_bcEZBH,11wk
GR97_bcCXTS,11wk
GR97_bcFGLJ,11wk
GR97_bcGYYI,11wk
GR97_bcDPVE,11wk
GR97_bcBJJS,11wk
GR97_bcAOOM,11wk
GR97_bcAMUC,11wk
GR97_bcAWVI,11wk
GR97_bcCVNM,11wk
GR97_bcFUPQ,11wk
GR97_bcFONV,11wk
GR97_bcEJBG,11wk
GR97_bcGAHF,11wk
GR97_bcDOQR,11wk
GR97_bcESTI,11wk
GR97_bcBZQM,11wk
GR97_bcBMII,11wk
GR97_bcDMAK,11wk
GR97_bcEBAC,11wk
GR97_bcDWXM,11wk
GR97_bcBSXW,11wk
GR97_bcIFXG,11wk
GR97_bcIJWM,11wk
GR97_bcAIEL,11wk
GR97_bcBZAW,11wk
GR97_bcGTJF,11wk
GR97_bcGYWG,11wk
GR97_bcGFAQ,11wk
GR97_bcATEY,11wk
GR97_bcESZA,11wk
GR97_bcGCWE,11wk
GR97_bcAMRY,11wk
GR97_bcCMYS,11wk
GR97_bcCBJU,11wk
GR97_bcCYBD,11wk
GR97_bcDZLC,11wk
GR97_bcAGRH,11wk
GR97_bcFPQS,11wk
GR97_bcCXKY,11wk
GR97_bcEHRE,11wk
GR97_bcFGBE,11wk
GR97_bcDPCL,11wk
GR97_bcCTNE,11wk
GR97_bcALNA,11wk
GR97_bcBVMR,11wk
GR97_bcAXTP,11wk
GR97_bcAWTU,11wk
GR97_bcAVTL,11wk
GR97_bcDBSO,11wk
GR97_bcEOQA,11wk
GR97_bcCPUI,11wk
GR97_bcCCGF,11wk
GR97_bcDVYW,11wk
GR97_bcFCWK,11wk
GR97_bcEGKU,11wk
GR97_bcGDRV,11wk
GR97_bcEYAL,11wk
GR97_bcBMHD,11wk
GR97_bcBEFP,11wk
GR97_bcGDAH,11wk
GR97_bcBKJZ,11wk
GR97_bcAMLM,11wk
GR97_bcEOIZ,11wk
GR97_bcDMTO,11wk
GR97_bcHJEA,11wk
GR97_bcHQES,11wk
GR97_bcDNRR,11wk
GR97_bcDGZC,11wk
GR97_bcBOIA,11wk
GR97_bcHVCD,11wk
GR97_bcELLI,11wk
GR97_bcCTZK,11wk
GR97_bcBMXU,11wk
GR97_bcDCAO,11wk
GR97_bcHJMH,11wk
GR97_bcETLT,11wk
GR97_bcGBVA,11wk
GR97_bcBWWN,11wk
GR97_bcFGKD,11wk
GR97_bcFYDN,11wk
GR97_bcCMXM,11wk
GR97_bcFVBJ,11wk
GR97_bcFXJC,11wk
GR97_bcGIRA,11wk
GR97_bcFCSQ,11wk
GR97_bcEJVE,11wk
GR97_bcBEIX,11wk
GR97_bcBPBB,11wk
GR97_bcELOQ,11wk
GR97_bcDXIJ,11wk
GR97_bcGKIL,11wk
GR97_bcBLLU,11wk
GR97_bcDHJV,11wk
GR97_bcEQUP,11wk
GR97_bcEJLB,11wk
GR97_bcBLSL,11wk
GR97_bcDQCN,11wk
GR97_bcFNFB,11wk
GR97_bcBGVH,11wk
GR97_bcDZBH,11wk
GR97_bcDZFC,11wk
GR97_bcAYPX,11wk
GR97_bcBOJC,11wk
GR97_bcEKSW,11wk
GR97_bcCYBJ,11wk
GR97_bcCNRO,11wk
GR97_bcEYUD,11wk
GR97_bcBGJF,11wk
GR97_bcAXQA,11wk
GR97_bcAGTB,11wk
GR97_bcAISB,11wk
GR97_bcGQMB,11wk
GR97_bcERRD,11wk
GR97_bcFVJE,11wk
GR97_bcETXK,11wk
GR97_bcFUUW,11wk
GR97_bcFJSZ,11wk
GR97_bcANQE,11wk
GR97_bcCOGG,11wk
GR97_bcGGSD,11wk
GR97_bcCRQY,11wk
GR97_bcBPID,11wk
GR97_bcDNYG,11wk
GR97_bcCMYT,11wk
GR97_bcEOSK,11wk
GR97_bcEQVC,11wk
GR97_bcFMPZ,11wk
GR97_bcHJAY,11wk
GR97_bcAEHZ,11wk
GR97_bcHZMI,11wk
GR97_bcBJEM,11wk
GR97_bcCOGJ,11wk
GR97_bcEQXF,11wk
GR97_bcANYI,11wk
GR97_bcEMBL,11wk
GR97_bcFYEP,11wk
GR97_bcGICR,11wk
GR97_bcDCSW,11wk
GR97_bcAPHW,11wk
GR97_bcAQJB,11wk
GR97_bcDADT,11wk
GR97_bcFBMT,11wk
GR97_bcBNLV,11wk
GR97_bcAIMT,11wk
GR97_bcDAAU,11wk
GR97_bcBMWS,11wk
GR97_bcANQO,11wk
GR97_bcCBDZ,11wk
GR97_bcAIKU,11wk
GR97_bcEBKK,11wk
GR97_bcFPNZ,11wk
GR97_bcGVFP,11wk
GR97_bcDAZX,11wk
GR97_bcESCX,11wk
GR97_bcDANL,11wk
GR97_bcEVAQ,11wk
GR97_bcFALS,11wk
GR97_bcBZBJ,11wk
GR97_bcEWXK,11wk
GR97_bcAZNH,11wk
GR97_bcAIOO,11wk
GR97_bcEPXL,11wk
GR97_bcGRIZ,11wk
GR97_bcAXTG,11wk
GR97_bcCRTC,11wk
GR97_bcABCP,11wk
GR97_bcEGZL,11wk
GR97_bcBWZP,11wk
GR97_bcEHMP,11wk
GR97_bcDZGJ,11wk
GR97_bcGGYM,11wk
GR97_bcIEWB,11wk
GR97_bcDLYI,11wk
GR97_bcETPC,11wk
GR97_bcFMCG,11wk
GR97_bcHWXD,11wk
GR97_bcDJUY,11wk
GR97_bcAZXK,11wk
GR97_bcBNUA,11wk
GR97_bcFUGX,11wk
GR97_bcEXDH,11wk
GR97_bcHMUV,11wk
GR97_bcALBB,11wk
GR97_bcBAZU,11wk
GR97_bcBFBH,11wk
GR97_bcCIKD,11wk
GR97_bcAKVK,11wk
GR97_bcFRAK,11wk
GR97_bcAIZE,11wk
GR97_bcABWB,11wk
GR97_bcBZJV,11wk
GR97_bcFUZX,11wk
GR97_bcEIIX,11wk
GR97_bcDVFM,11wk
GR97_bcBSZJ,11wk
GR97_bcEVUU,11wk
GR97_bcBIAS,11wk
GR97_bcDTAC,11wk
GR97_bcASLG,11wk
GR97_bcBNDE,11wk
GR97_bcCSLN,11wk
GR97_bcAPXO,11wk
GR97_bcFKFM,11wk
GR97_bcEYHK,11wk
GR97_bcGTHN,11wk
GR97_bcBVJK,11wk
GR97_bcEHPS,11wk
GR97_bcEFQG,11wk
GR97_bcEMKE,11wk
GR97_bcBPTQ,11wk
GR97_bcBJLA,11wk
GR97_bcGEST,11wk
GR97_bcFOVI,11wk
GR97_bcADQF,11wk
GR97_bcCAFG,11wk
GR97_bcAHHG,11wk
GR97_bcFXOF,11wk
GR97_bcFRRO,11wk
GR97_bcEFJX,11wk
GR97_bcDCQZ,11wk
GR97_bcDIGA,11wk
GR97_bcFJEZ,11wk
GR97_bcAYBE,11wk
GR97_bcDQDD,11wk
GR97_bcIIZJ,11wk
GR97_bcBQED,11wk
GR97_bcDKMB,11wk
GR97_bcDZWD,11wk
GR97_bcCRPO,11wk
GR97_bcCBKV,11wk
GR97_bcAAVF,11wk
GR97_bcFWQP,11wk
GR97_bcGBLM,11wk
GR97_bcEVNU,11wk
GR97_bcEMDB,11wk
GR97_bcEHXH,11wk
GR97_bcDSBE,11wk
GR97_bcBIQK,11wk
GR97_bcBRFV,11wk
GR97_bcAHIN,11wk
GR97_bcFYAR,11wk
GR97_bcCVJX,11wk
GR97_bcBGVJ,11wk
GR97_bcFTOJ,11wk
GR97_bcHCMX,11wk
GR97_bcHNBA,11wk
GR97_bcFXSB,11wk
GR97_bcDAKD,11wk
GR97_bcICKJ,11wk
GR97_bcBLVX,11wk
GR97_bcHTBE,11wk
GR97_bcBGFJ,11wk
GR97_bcFQFF,11wk
GR97_bcFWPL,11wk
GR97_bcGCIH,11wk
GR97_bcFXTW,11wk
GR97_bcFTSD,11wk
GR97_bcCHEL,11wk
GR97_bcDWTM,11wk
GR97_bcHUFV,11wk
GR97_bcGJEJ,11wk
GR97_bcATJR,11wk
GR97_bcECKJ,11wk
GR97_bcBLYA,11wk
GR97_bcFDPS,11wk
GR97_bcEURJ,11wk
GR97_bcEOMU,11wk
GR97_bcBUAI,11wk
GR97_bcAZHQ,11wk
GR97_bcFRGG,11wk
GR97_bcFSVM,11wk
GR97_bcEXGF,11wk
GR97_bcDIVD,11wk
GR97_bcDLQL,11wk
GR97_bcDSAU,11wk
GR97_bcBCQS,11wk
GR97_bcCPKN,11wk
GR97_bcGFWU,11wk
GR97_bcFZBB,11wk
GR97_bcAACJ,11wk
GR97_bcGFYB,11wk
GR97_bcCUXS,11wk
GR97_bcBHVZ,11wk
GR97_bcFXWP,11wk
GR97_bcDKQE,11wk
GR97_bcBWPT,11wk
GR97_bcIJKH,11wk
GR97_bcDMEB,11wk
GR97_bcEONY,11wk
GR97_bcAORZ,11wk
GR97_bcEJJQ,11wk
GR97_bcEEKR,11wk
GR97_bcAZKN,11wk
GR97_bcEKIP,11wk
GR97_bcEVZZ,11wk
GR97_bcDIRM,11wk
GR97_bcEIOM,11wk
GR97_bcESCC,11wk
GR97_bcAVIW,11wk
GR97_bcEURN,11wk
GR97_bcERGR,11wk
GR97_bcEQIO,11wk
GR97_bcDCSU,11wk
GR97_bcFAVU,11wk
GR97_bcCPNV,11wk
GR97_bcCPAG,11wk
GR97_bcAGRV,11wk
GR97_bcFUER,11wk
GR97_bcBJMA,11wk
GR97_bcCQCO,11wk
GR97_bcFRLY,11wk
GR97_bcDESL,11wk
GR97_bcCHRY,11wk
GR97_bcFBQB,11wk
GR97_bcHURR,11wk
GR97_bcDAAI,11wk
GR97_bcEZEJ,11wk
GR97_bcFWLJ,11wk
GR97_bcEWLO,11wk
GR97_bcBVQF,11wk
GR97_bcGVON,11wk
GR97_bcBRYU,11wk
GR97_bcIIZY,11wk
GR97_bcEJZM,11wk
GR97_bcAQQA,11wk
GR97_bcAGTE,11wk
GR97_bcBBRI,11wk
GR97_bcFCEL,11wk
GR97_bcALWJ,11wk
GR97_bcFVWV,11wk
GR97_bcFGZJ,11wk
GR97_bcGPXK,11wk
GR97_bcAAVY,11wk
GR97_bcFQWJ,11wk
GR97_bcBTGW,11wk
GR97_bcIIMC,11wk
GR97_bcAEOO,11wk
GR97_bcBRYZ,11wk
GR97_bcESPR,11wk
GR97_bcDKCG,11wk
GR97_bcFWFF,11wk
GR97_bcFEHU,11wk
GR97_bcAQPP,11wk
GR97_bcECXS,11wk
GR97_bcDCDS,11wk
GR97_bcIEMV,11wk
GR97_bcBLMD,11wk
GR97_bcHQAT,11wk
GR97_bcDLNX,11wk
GR97_bcEVRY,11wk
GR97_bcAZTE,11wk
GR97_bcGAHX,11wk
GR97_bcHCXS,11wk
GR97_bcAZIQ,11wk
GR97_bcELTZ,11wk
GR97_bcBRMS,11wk
GR97_bcAGSA,11wk
GR97_bcAIRG,11wk
GR97_bcDCSO,11wk
GR97_bcANFC,11wk
GR97_bcBYRF,11wk
GR97_bcFQTV,11wk
GR97_bcBYVL,11wk
GR97_bcFDEE,11wk
GR97_bcFOHO,11wk
GR97_bcFRJZ,11wk
GR97_bcCBUT,11wk
GR97_bcDLYK,11wk
GR97_bcHCWP,11wk
GR97_bcHWJH,11wk
GR97_bcBWUW,11wk
GR97_bcHUQM,11wk
GR97_bcAVAX,11wk
GR97_bcEYXX,11wk
GR97_bcFAQE,11wk
GR97_bcHJKT,11wk
GR97_bcFZKI,11wk
GR97_bcHXHB,11wk
GR97_bcGPOL,11wk
GR97_bcGEMH,11wk
GR97_bcBPVV,11wk
GR97_bcGGXL,11wk
GR97_bcEWKE,11wk
GR97_bcDHHX,11wk
GR97_bcFDXZ,11wk
GR97_bcHWTH,11wk
GR97_bcFXDD,11wk
GR97_bcBYSG,11wk
GR97_bcASVL,11wk
GR97_bcEUIT,11wk
GR97_bcFXYS,11wk
GR97_bcCZLP,11wk
GR97_bcBCLD,11wk
GR97_bcEDHW,11wk
GR97_bcBJNO,11wk
GR97_bcEJJX,11wk
GR97_bcATQD,11wk
GR97_bcAYMF,11wk
GR97_bcBAPR,11wk
GR97_bcGEEU,11wk
GR97_bcFYGP,11wk
GR97_bcENPI,11wk
GR97_bcDFPC,11wk
GR97_bcBMPM,11wk
GR97_bcAQBI,11wk
GR97_bcFZYH,11wk
GR97_bcBTTR,11wk
GR97_bcFNKD,11wk
GR97_bcCMQK,11wk
GR97_bcAYSD,11wk
GR97_bcEYPY,11wk
GR97_bcGGXH,11wk
GR97_bcHTOI,11wk
GR97_bcIHJX,11wk
GR97_bcBZGT,11wk
GR97_bcDTCN,11wk
GR97_bcAELD,11wk
GR97_bcAOTD,11wk
GR97_bcGUEG,11wk
GR97_bcFAGC,11wk
GR97_bcDHKH,11wk
GR97_bcFSAR,11wk
GR97_bcCICH,11wk
GR97_bcCHIY,11wk
GR97_bcEQLD,11wk
GR97_bcBJCF,11wk
GR97_bcBPGY,11wk
GR97_bcCJQV,11wk
GR97_bcBKWN,11wk
GR97_bcBWUM,11wk
GR97_bcEBPA,11wk
GR97_bcANLG,11wk
GR97_bcBSTU,11wk
GR97_bcGBRL,11wk
GR97_bcFWPN,11wk
GR97_bcAXUE,11wk
GR97_bcESWD,11wk
GR97_bcFIWL,11wk
GR97_bcBPAX,11wk
GR97_bcBXYJ,11wk
GR97_bcADTR,11wk
GR97_bcDGEO,11wk
GR97_bcAFNU,11wk
GR97_bcARVN,11wk
GR97_bcEYCH,11wk
GR97_bcCRNO,11wk
GR97_bcECNY,11wk
GR97_bcEFKD,11wk
GR97_bcHOHS,11wk
GR97_bcFLWR,11wk
GR97_bcGFPL,11wk
GR97_bcAZYF,11wk
GR97_bcDTKT,11wk
GR97_bcBMAA,11wk
GR97_bcGEZT,11wk
GR97_bcESAQ,11wk
GR97_bcDZKZ,11wk
GR97_bcEZHT,11wk
GR97_bcDAVA,11wk
GR97_bcASTP,11wk
GR97_bcBUMO,11wk
GR97_bcCNNM,11wk
GR97_bcAXTC,11wk
GR97_bcCMAP,11wk
GR97_bcDLYN,11wk
GR97_bcAFOF,11wk
GR97_bcDBMD,11wk
GR97_bcIHOH,11wk
GR97_bcBZGO,11wk
GR97_bcGUPU,11wk
GR97_bcDUQI,11wk
GR97_bcEAOT,11wk
GR97_bcAYNA,11wk
GR97_bcFLHP,11wk
GR97_bcEFQT,11wk
GR97_bcFZSD,11wk
GR97_bcAHPP,11wk
GR97_bcFMSI,11wk
GR97_bcAIDJ,11wk
GR97_bcBKTL,11wk
GR97_bcEAUV,11wk
GR97_bcAUKT,11wk
GR97_bcEHJN,11wk
GR97_bcELXB,11wk
GR97_bcCGGD,11wk
GR97_bcCPRO,11wk
GR97_bcFJEX,11wk
GR97_bcBULF,11wk
GR97_bcFTYG,11wk
GR97_bcBFAA,11wk
GR97_bcHGNB,11wk
GR97_bcDPVY,11wk
GR97_bcBUKL,11wk
GR97_bcFTIN,11wk
GR97_bcCDQL,11wk
GR97_bcCKTA,11wk
GR97_bcFEUV,11wk
GR97_bcCAZV,11wk
GR97_bcEZKV,11wk
GR97_bcDZBI,11wk
GR97_bcELHJ,11wk
GR97_bcFUDX,11wk
GR97_bcAGPU,11wk
GR97_bcFNHR,11wk
GR97_bcERYH,11wk
GR97_bcEYOT,11wk
GR97_bcBBMS,11wk
GR97_bcCKMW,11wk
GR97_bcBZRH,11wk
GR97_bcCEOR,11wk
GR97_bcCDWJ,11wk
GR97_bcEZYD,11wk
GR97_bcBYGC,11wk
GR97_bcBOBQ,11wk
GR97_bcFCAY,11wk
GR97_bcAGLO,11wk
GR97_bcAJKO,11wk
GR97_bcIKCB,11wk
GR97_bcFRZI,11wk
GR97_bcAZKG,11wk
GR97_bcBACM,11wk
GR97_bcHDCL,11wk
GR97_bcAFBB,11wk
GR97_bcAJXO,11wk
GR97_bcASFD,11wk
GR97_bcEUBO,11wk
GR97_bcEXAB,11wk
GR97_bcAXEV,11wk
GR97_bcBDQA,11wk
GR97_bcFWCQ,11wk
GR97_bcERJP,11wk
GR97_bcAOPS,11wk
GR97_bcBPSG,11wk
GR97_bcAIQZ,11wk
GR97_bcDORZ,11wk
GR97_bcFIJH,11wk
GR97_bcBVOI,11wk
GR97_bcCDHO,11wk
GR97_bcBAMY,11wk
GR97_bcETEC,11wk
GR97_bcCODO,11wk
GR97_bcBNTI,11wk
GR97_bcHRXN,11wk
GR97_bcAUGM,11wk
GR97_bcDFIR,11wk
GR97_bcBKLV,11wk
GR97_bcEQYB,11wk
GR97_bcBYWC,11wk
GR97_bcDYUH,11wk
GR97_bcBAFI,11wk
GR97_bcHIUM,11wk
GR97_bcCOQT,11wk
GR97_bcFGQH,11wk
GR97_bcCOWH,11wk
GR97_bcBCWZ,11wk
GR97_bcHXCI,11wk
GR97_bcAHEH,11wk
GR97_bcBMFE,11wk
GR97_bcEILU,11wk
GR97_bcAXFT,11wk
GR97_bcABAV,11wk
GR97_bcEWBA,11wk
GR97_bcFVZA,11wk
GR97_bcFODL,11wk
GR97_bcAQDG,11wk
GR97_bcEZWN,11wk
GR97_bcCBPQ,11wk
GR97_bcAJGQ,11wk
GR97_bcDGIK,11wk
GR97_bcDFRK,11wk
GR97_bcDMQZ,11wk
GR97_bcEFMK,11wk
GR97_bcEORT,11wk
GR97_bcALCG,11wk
GR97_bcCKYA,11wk
GR97_bcBFDD,11wk
GR97_bcFJWU,11wk
GR97_bcBYAM,11wk
GR97_bcFIZD,11wk
GR97_bcBBLM,11wk
GR97_bcCNGX,11wk
GR97_bcFLAQ,11wk
GR97_bcBODI,11wk
GR97_bcGXEJ,11wk
GR97_bcBWIR,11wk
GR97_bcCABQ,11wk
GR97_bcAVIP,11wk
GR97_bcBLHD,11wk
GR97_bcAYRI,11wk
GR97_bcBOSL,11wk
GR97_bcEUSU,11wk
GR97_bcHQGV,11wk
GR97_bcAPWY,11wk
GR97_bcEBAQ,11wk
GR97_bcAJLV,11wk
GR97_bcADWW,11wk
GR97_bcFGAB,11wk
GR97_bcBXJU,11wk
GR97_bcAMFF,11wk
GR97_bcAFIB,11wk
GR97_bcAJID,11wk
GR97_bcBSJQ,11wk
GR97_bcBPRM,11wk
GR97_bcAVIO,11wk
GR97_bcFFRU,11wk
GR97_bcFMCS,11wk
GR97_bcFCIB,11wk
GR97_bcGKMA,11wk
GR97_bcCJFJ,11wk
GR97_bcAJLQ,11wk
GR97_bcAUSV,11wk
GR97_bcGKUG,11wk
GR97_bcEGLV,11wk
GR97_bcDGQY,11wk
GR97_bcCSIW,11wk
GR97_bcBMJB,11wk
GR97_bcFFFX,11wk
GR97_bcAVRB,11wk
GR97_bcBGYR,11wk
GR97_bcGBDA,11wk
GR97_bcBMBC,11wk
GR97_bcBLGZ,11wk
GR97_bcBHZI,11wk
GR97_bcALHB,11wk
GR97_bcBZCD,11wk
GR97_bcCXUG,11wk
GR97_bcFPGN,11wk
GR97_bcEPYM,11wk
GR97_bcEKYS,11wk
GR97_bcBPVU,11wk
GR97_bcEKOS,11wk
GR97_bcGCDL,11wk
GR97_bcBKDH,11wk
GR97_bcBPSP,11wk
